359, 205
249, -353
277, -11
120, -317
241, -485
157, 70
286, 487
102, -352
321, 644
210, 272
234, 151
311, 445
116, -59
181, 369
255, 164
345, -91
185, 727
24, 50
325, 76
43, -277
72, 579
14, 137
107, 155
258, -198
312, 264
149, 137
191, -439
223, 644
40, -384
112, 758
248, -159
86, -193
60, 887
16, -71
360, 188
327, 827
314, -488
335, -452
201, -267
11, 69
336, -71
308, 386
300, 419
200, 381
118, 746
181, 128
172, 631
217, -148
89, -196
268, -16
334, -223
95, -361
38, 280
24, 597
327, 365
220, 582
225, -338
43, 637
105, 591
188, 619
307, 522
284, 158
183, 425
336, 99
15, -181
203, 812
73, 99
148, 557
83, 135
357, 621
168, 968
265, -22
238, 64
62, 376
139, 36
143, 403
326, 551
23, 674
14, 388
133, 1001
175, 874
337, 903
309, -538
317, 366
304, -480
156, -479
126, 90
22, -463
103, 86
19, 806
333, -175
262, -351
14, 593
272, 264
333, 952
348, 447
310, 325
279, 566
344, -516
67, 760
45, -169
205, 193
197, 436
280, 8
288, 742
313, 753
304, 353
208, -264
264, 1092
341, -88
191, -447
249, 130
206, 275
51, 123
248, 991
313, -348
253, -407
120, 873
50, -129
52, -269
270, 248
49, 956
209, 697
24, 873
80, 200
132, 235
72, 52
352, -272
360, 50
45, -9
358, 244
246, -390
18, 529
262, 694
323, 446
361, 140
301, -471
360, 510
49, 726
0, 665
64, -246
85, 304
124, -265
34, 863
221, -278
107, 538
300, -1
82, 995
216, 722
31, 75
147, 593
220, 337
305, 782
143, 467
190, -432
253, 549
233, -325
48, 465
107, -404
52, 235
266, -28
122, 731
219, -112
279, -4
280, -474
224, 512
206, 411
300, 934
5, 66
44, 343
42, 692
327, 544
319, -459
178, 484
304, 257
120, 324
236, 906
13, -155
263, -266
261, 593
92, 701
216, 907
131, -483
328, -35
302, 942
59, 440
258, 374
176, 841
117, -284
12, 404
213, -519
175, 592
179, -54
361, 304
276, 950
158, 327
168, -290
303, 1041
351, -322
20, 322
142, 897
305, 218
188, 509
39, 1117
244, 698
277, -132
51, 789
188, -132
179, -226
38, 157
164, 728
86, -60
277, -15
300, -59
37, 132
64, 204
255, 24
337, -224
58, -154
0, -449
2, 826
210, 767
205, 464
208, -355
311, -6
27, 571
217, -469
227, 33
15, 399
70, -300
161, 1070
153, 559
203, -325
152, 68
154, -268
258, -13
126, 712
308, 620
247, -94
310, 355
181, 878
144, 342
158, 984
317, 727
226, 524
46, -171
147, 614
126, 608
313, 433
82, 377
146, 125
113, 172
286, 66
132, 341
320, 768
60, 262
11, -186
306, -461
40, -67
228, 542
343, -29
145, 987
142, -276
28, 376
223, 700
212, 645
